last_fico_range_high,last_fico_range_low,bc_util,revol_util,loan_amnt,int_rate,bc_open_to_buy,mo_sin_old_il_acct,dti,mo_sin_old_rev_tl_op,annual_inc,mo_sin_rcnt_rev_tl_op,sub_grade,fico_range_low,total_bc_limit,tot_cur_bal,num_il_tl,pct_tl_nvr_dlq,mo_sin_rcnt_tl,num_bc_tl,open_acc,acc_open_past_24mths,num_actv_rev_tl,grade,emp_length,percent_bc_gt_75,num_bc_sats,num_actv_bc_tl,num_tl_op_past_12m,inq_last_6mths,purpose,mort_acc,term,initial_list_status,verification_status,home_ownership,tot_coll_amt,num_accts_ever_120_pd,loan_status
659.0,655.0,44.2,29.6,15000.0,12.74,8254.0,174.0,8.29,113.0,69777.0,2.0,C1,685.0,14800.0,206112.0,18.0,100.0,2.0,6.0,20.0,3.0,6.0,C,3 years,40.0,5.0,4.0,2.0,0.0,debt_consolidation,0.0, 36 months,f,Verified,MORTGAGE,650.0,0.0,Fully Paid
684.0,680.0,85.6,50.3,7000.0,13.66,708.0,65.0,31.38,131.0,29300.0,7.0,C3,665.0,4900.0,14912.0,3.0,78.6,7.0,2.0,10.0,3.0,5.0,C,< 1 year,100.0,2.0,2.0,2.0,0.0,debt_consolidation,0.0, 36 months,f,Source Verified,RENT,0.0,1.0,Fully Paid
669.0,665.0,90.0,76.6,35000.0,14.49,3122.0,171.0,18.76,233.0,155000.0,2.0,C4,680.0,31200.0,91318.0,7.0,92.1,2.0,16.0,16.0,2.0,10.0,C,8 years,57.1,7.0,7.0,2.0,1.0,debt_consolidation,2.0, 36 months,w,Verified,RENT,0.0,0.0,Fully Paid
629.0,625.0,94.4,85.6,3600.0,18.54,265.0,101.0,15.0,104.0,24000.0,1.0,E1,665.0,4700.0,7616.0,1.0,100.0,1.0,6.0,7.0,2.0,7.0,E,10+ years,100.0,5.0,5.0,2.0,3.0,debt_consolidation,0.0, 36 months,f,Source Verified,RENT,0.0,0.0,Fully Paid
709.0,705.0,94.9,54.7,8000.0,11.67,400.0,49.0,32.26,116.0,41600.0,3.0,B4,660.0,7900.0,35794.0,4.0,86.7,3.0,5.0,9.0,4.0,5.0,B,7 years,100.0,3.0,3.0,3.0,1.0,debt_consolidation,0.0, 36 months,w,Source Verified,RENT,0.0,0.0,Fully Paid
539.0,535.0,74.9,74.9,10000.0,13.99,3395.0,128.0,9.45,219.0,39000.0,12.0,C4,705.0,13500.0,10105.0,0.0,100.0,12.0,5.0,4.0,2.0,4.0,C,4 years,50.0,4.0,4.0,1.0,0.0,debt_consolidation,0.0, 36 months,w,Source Verified,OWN,0.0,0.0,Fully Paid
564.0,560.0,61.4,60.6,16000.0,7.12,21865.0,154.0,14.85,477.0,200000.0,4.0,A3,705.0,56700.0,241865.0,9.0,100.0,4.0,16.0,15.0,8.0,7.0,A,7 years,33.3,9.0,7.0,4.0,0.0,debt_consolidation,3.0, 36 months,w,Source Verified,RENT,0.0,0.0,Charged Off
839.0,835.0,6.8,7.9,3000.0,5.32,50305.0,127.0,4.28,194.0,65000.0,15.0,A1,830.0,54000.0,36350.0,2.0,100.0,15.0,10.0,11.0,4.0,7.0,A,10+ years,0.0,7.0,4.0,0.0,1.0,credit_card,2.0, 36 months,f,Not Verified,MORTGAGE,0.0,0.0,Fully Paid
689.0,685.0,73.0,70.1,4000.0,12.99,2023.0,141.0,16.52,108.0,55000.0,9.0,C1,670.0,7500.0,57473.0,18.0,89.3,6.0,6.0,11.0,6.0,7.0,C,10+ years,33.3,3.0,3.0,3.0,0.0,major_purchase,0.0, 36 months,w,Not Verified,OWN,0.0,2.0,Fully Paid
779.0,775.0,60.1,62.3,10000.0,8.18,6378.0,73.0,22.24,131.0,75000.0,11.0,B1,675.0,16000.0,83477.0,6.0,100.0,5.0,5.0,7.0,3.0,4.0,B,2 years,50.0,4.0,3.0,2.0,2.0,credit_card,0.0, 36 months,w,Not Verified,MORTGAGE,0.0,0.0,Fully Paid
754.0,750.0,101.2,69.5,7475.0,16.24,0.0,75.0,15.73,115.0,45000.0,15.0,C5,660.0,7400.0,39493.0,13.0,87.0,15.0,3.0,12.0,5.0,4.0,C,< 1 year,100.0,2.0,2.0,0.0,1.0,debt_consolidation,0.0, 36 months,w,Not Verified,RENT,0.0,0.0,Fully Paid
634.0,630.0,83.2,72.3,26675.0,30.89,3485.0,143.0,31.6,184.0,58000.0,16.0,G3,680.0,20800.0,92810.0,14.0,88.5,9.0,5.0,16.0,3.0,8.0,G,10+ years,75.0,4.0,4.0,1.0,0.0,debt_consolidation,0.0, 60 months,w,Verified,RENT,0.0,0.0,Charged Off
679.0,675.0,0.0,0.0,30000.0,9.17,83142.0,135.0,5.81,424.0,250000.0,3.0,B2,735.0,116000.0,698587.0,8.0,95.6,3.0,18.0,19.0,8.0,2.0,B,3 years,14.3,8.0,2.0,5.0,1.0,debt_consolidation,6.0, 36 months,f,Verified,MORTGAGE,0.0,1.0,Fully Paid
739.0,735.0,41.3,21.6,15000.0,14.49,6980.0,143.0,20.79,193.0,55000.0,10.0,C4,670.0,11900.0,61590.0,21.0,100.0,8.0,18.0,19.0,7.0,3.0,C,< 1 year,25.0,4.0,2.0,3.0,1.0,debt_consolidation,0.0, 60 months,f,Source Verified,RENT,0.0,0.0,Fully Paid
804.0,800.0,87.9,78.8,14575.0,16.99,1462.0,81.0,24.02,143.0,33128.0,9.0,D3,680.0,12100.0,22518.0,6.0,100.0,9.0,4.0,9.0,3.0,5.0,D,10+ years,50.0,4.0,4.0,2.0,0.0,debt_consolidation,0.0, 36 months,w,Source Verified,OWN,0.0,0.0,Fully Paid
679.0,675.0,80.8,69.3,12000.0,9.17,2329.0,126.0,14.4,138.0,80000.0,26.0,B1,730.0,12100.0,150734.0,7.0,100.0,26.0,6.0,9.0,0.0,4.0,B,4 years,80.0,5.0,4.0,0.0,0.0,credit_card,1.0, 60 months,w,Not Verified,MORTGAGE,0.0,0.0,Fully Paid
709.0,705.0,38.1,36.7,12000.0,6.92,5568.0,134.0,4.41,199.0,80000.0,18.0,A4,670.0,9000.0,8605.0,4.0,93.3,9.0,9.0,7.0,2.0,3.0,A,8 years,0.0,3.0,2.0,1.0,1.0,debt_consolidation,0.0, 36 months,w,Source Verified,OWN,0.0,0.0,Fully Paid
554.0,550.0,104.6,50.9,5650.0,14.46,0.0,186.0,13.09,119.0,89000.0,25.0,C4,675.0,900.0,33506.0,9.0,92.3,4.0,2.0,5.0,1.0,3.0,C,10+ years,100.0,1.0,1.0,1.0,0.0,debt_consolidation,1.0, 36 months,w,Source Verified,RENT,0.0,0.0,Charged Off
749.0,745.0,31.9,29.5,20000.0,7.97,45396.0,51.0,20.45,288.0,80000.0,7.0,A5,745.0,66700.0,238656.0,4.0,91.3,7.0,12.0,12.0,7.0,5.0,A,< 1 year,28.6,7.0,5.0,2.0,0.0,debt_consolidation,3.0, 36 months,w,Not Verified,MORTGAGE,0.0,0.0,Fully Paid
599.0,595.0,94.0,48.1,4500.0,14.33,239.0,118.0,21.27,113.0,34139.68,54.0,C1,670.0,4000.0,187634.0,26.0,97.0,7.0,4.0,9.0,9.0,5.0,C,5 years,100.0,2.0,2.0,2.0,0.0,debt_consolidation,4.0, 36 months,f,Verified,MORTGAGE,78.0,0.0,Fully Paid
679.0,675.0,89.7,79.9,23925.0,18.84,3180.0,83.0,18.83,182.0,65000.0,10.0,E2,715.0,30900.0,124113.0,5.0,100.0,3.0,9.0,10.0,7.0,4.0,E,10+ years,100.0,3.0,3.0,3.0,0.0,debt_consolidation,6.0, 60 months,f,Source Verified,MORTGAGE,0.0,0.0,Fully Paid
574.0,570.0,41.8,34.5,8000.0,13.59,7510.0,125.0,21.84,126.0,45000.0,1.0,C2,695.0,12900.0,61615.0,25.0,92.5,1.0,7.0,20.0,4.0,6.0,C,1 year,33.3,3.0,3.0,4.0,1.0,credit_card,0.0, 36 months,w,Not Verified,RENT,0.0,3.0,Charged Off
619.0,615.0,34.5,26.8,20000.0,7.89,7527.0,107.0,25.56,116.0,41000.0,8.0,A5,715.0,11500.0,18072.0,4.0,100.0,8.0,8.0,18.0,6.0,10.0,A,6 years,0.0,4.0,3.0,1.0,0.0,credit_card,0.0, 36 months,w,Source Verified,RENT,0.0,0.0,Charged Off
714.0,710.0,58.1,24.0,3000.0,13.59,2223.0,14.0,19.85,231.0,50000.0,2.0,C2,705.0,5300.0,15311.0,1.0,84.0,2.0,10.0,13.0,3.0,7.0,C,10+ years,33.3,3.0,3.0,1.0,1.0,vacation,0.0, 36 months,f,Not Verified,RENT,0.0,0.0,Fully Paid
684.0,680.0,84.0,76.0,12975.0,24.85,1714.0,86.0,18.2,159.0,90000.0,1.0,E3,670.0,18850.0,169284.0,3.0,97.0,1.0,14.0,21.0,8.0,16.0,E,10+ years,90.9,14.0,11.0,6.0,3.0,credit_card,5.0, 60 months,w,Verified,MORTGAGE,0.0,0.0,Fully Paid
679.0,675.0,26.3,57.4,7750.0,12.99,8841.0,128.0,31.99,230.0,84000.0,4.0,C2,735.0,12000.0,211602.0,11.0,88.0,4.0,5.0,11.0,8.0,3.0,C,2 years,0.0,2.0,2.0,4.0,0.0,debt_consolidation,4.0, 36 months,w,Source Verified,MORTGAGE,0.0,0.0,Fully Paid
749.0,745.0,96.3,86.9,6000.0,12.79,634.0,134.0,36.79,209.0,22800.0,88.0,C1,680.0,17100.0,49204.0,8.0,100.0,2.0,9.0,14.0,3.0,8.0,C,10+ years,100.0,6.0,6.0,2.0,0.0,credit_card,0.0, 36 months,w,Verified,RENT,0.0,0.0,Fully Paid
709.0,705.0,64.95,76.2,16000.0,18.25,4006.0,128.0,8.65,165.0,144000.0,8.0,D3,660.0,14000.0,77318.0,6.0,97.0,5.0,7.0,14.0,4.0,5.0,D,10+ years,50.0,4.0,3.0,2.0,3.0,small_business,1.0, 36 months,f,Source Verified,OWN,0.0,0.0,Fully Paid
714.0,710.0,89.1,89.1,22350.0,13.99,1827.0,128.0,12.12,165.0,52000.0,8.0,C1,690.0,16834.0,77318.0,6.0,97.0,5.0,7.0,6.0,0.0,5.0,C,8 years,66.7,4.0,3.0,2.0,0.0,debt_consolidation,0.0, 36 months,f,Verified,MORTGAGE,0.0,0.0,Charged Off
604.0,600.0,64.95,49.0,10000.0,17.14,4006.0,128.0,16.04,165.0,55000.0,8.0,E3,700.0,14000.0,77318.0,6.0,97.0,5.0,7.0,7.0,4.0,5.0,E,< 1 year,50.0,4.0,3.0,2.0,0.0,debt_consolidation,1.0, 60 months,f,Verified,RENT,0.0,0.0,Fully Paid
554.0,550.0,93.1,85.3,21050.0,18.25,1059.0,120.0,28.41,51.0,58500.0,3.0,E1,660.0,15300.0,100390.0,8.0,100.0,3.0,8.0,12.0,4.0,8.0,E,8 years,57.1,7.0,6.0,3.0,0.0,debt_consolidation,1.0, 60 months,w,Source Verified,MORTGAGE,0.0,0.0,Charged Off
664.0,660.0,5.5,6.1,10000.0,15.61,32880.0,82.0,23.69,217.0,53000.0,18.0,D1,680.0,34800.0,80337.0,9.0,87.5,1.0,13.0,14.0,6.0,4.0,D,8 years,0.0,5.0,3.0,4.0,3.0,debt_consolidation,1.0, 60 months,w,Source Verified,OWN,428.0,3.0,Fully Paid
789.0,785.0,77.9,56.4,13450.0,7.62,3625.0,112.0,25.68,215.0,52000.0,9.0,A3,765.0,16400.0,191455.0,2.0,100.0,9.0,11.0,8.0,3.0,5.0,A,6 years,33.3,3.0,3.0,1.0,1.0,debt_consolidation,3.0, 36 months,f,Verified,MORTGAGE,0.0,0.0,Fully Paid
499.0,0.0,24.5,3.7,5600.0,16.49,604.0,133.0,3.34,149.0,83300.0,2.0,D3,670.0,800.0,129904.0,32.0,89.4,2.0,5.0,7.0,5.0,2.0,D,2 years,0.0,1.0,1.0,4.0,4.0,debt_consolidation,3.0, 36 months,f,Verified,MORTGAGE,0.0,2.0,Charged Off
639.0,635.0,51.9,47.8,8000.0,12.62,2932.0,128.0,13.16,43.0,45000.0,21.0,C1,675.0,6100.0,21273.0,3.0,77.8,21.0,3.0,5.0,1.0,3.0,C,7 years,33.3,3.0,2.0,0.0,0.0,other,0.0, 36 months,f,Source Verified,RENT,0.0,1.0,Charged Off
684.0,680.0,79.8,79.8,20000.0,11.99,3783.0,160.0,17.53,250.0,72000.0,11.0,B3,695.0,18700.0,135293.0,8.0,94.3,11.0,18.0,12.0,6.0,3.0,B,6 years,66.7,5.0,3.0,1.0,0.0,debt_consolidation,4.0, 36 months,f,Source Verified,MORTGAGE,0.0,1.0,Charged Off
744.0,740.0,58.6,58.7,18000.0,15.99,12629.0,158.0,16.12,219.0,55000.0,1.0,C5,705.0,30500.0,58125.0,5.0,100.0,1.0,4.0,9.0,3.0,4.0,C,10+ years,50.0,4.0,3.0,1.0,1.0,debt_consolidation,2.0, 36 months,w,Source Verified,MORTGAGE,0.0,0.0,Fully Paid
744.0,740.0,41.8,41.8,18650.0,7.89,33884.0,67.0,26.29,229.0,70000.0,2.0,A5,705.0,58200.0,136777.0,5.0,100.0,2.0,7.0,10.0,2.0,5.0,A,< 1 year,40.0,5.0,5.0,1.0,0.0,credit_card,0.0, 36 months,w,Not Verified,RENT,0.0,0.0,Fully Paid
684.0,680.0,58.1,56.5,7500.0,14.49,5022.0,128.0,2.58,61.0,90000.0,1.0,C4,660.0,12000.0,7114.0,0.0,90.0,1.0,8.0,9.0,6.0,7.0,C,10+ years,14.3,7.0,6.0,5.0,0.0,debt_consolidation,0.0, 36 months,f,Source Verified,RENT,202.0,0.0,Fully Paid
699.0,695.0,87.5,87.9,36000.0,15.05,1600.0,120.0,9.99,386.0,80000.0,45.0,C4,685.0,12800.0,137988.0,12.0,91.7,22.0,5.0,6.0,2.0,4.0,C,10+ years,66.7,3.0,3.0,0.0,0.0,debt_consolidation,3.0, 60 months,w,Verified,MORTGAGE,0.0,2.0,Fully Paid
614.0,610.0,73.0,65.6,13550.0,24.5,3342.0,40.0,12.51,98.0,40000.0,7.0,F3,665.0,12400.0,17075.0,2.0,95.8,7.0,14.0,13.0,4.0,8.0,F,2 years,28.6,7.0,5.0,3.0,0.0,moving,0.0, 36 months,w,Source Verified,RENT,310.0,0.0,Charged Off
699.0,695.0,57.0,57.0,18200.0,6.62,9031.0,100.0,18.06,138.0,84188.0,85.0,A2,730.0,21000.0,231678.0,6.0,100.0,6.0,7.0,6.0,2.0,2.0,A,7 years,50.0,2.0,2.0,1.0,1.0,credit_card,1.0, 36 months,f,Not Verified,MORTGAGE,0.0,0.0,Fully Paid
674.0,670.0,99.5,76.9,2000.0,15.61,35.0,124.0,32.19,124.0,40000.0,6.0,D1,665.0,7500.0,43856.0,7.0,93.7,3.0,5.0,9.0,7.0,4.0,D,3 years,100.0,2.0,2.0,5.0,0.0,home_improvement,0.0, 36 months,w,Verified,MORTGAGE,0.0,0.0,Fully Paid
699.0,695.0,73.2,73.2,35000.0,9.17,5090.0,73.0,24.99,335.0,117000.0,15.0,B2,695.0,19000.0,70181.0,12.0,100.0,15.0,5.0,13.0,3.0,3.0,B,2 years,33.3,5.0,3.0,0.0,0.0,debt_consolidation,1.0, 36 months,f,Source Verified,RENT,0.0,0.0,Fully Paid
574.0,570.0,87.7,53.9,10000.0,16.78,552.0,85.0,17.49,84.0,30600.0,8.0,C5,660.0,4500.0,185755.0,19.0,100.0,8.0,7.0,13.0,5.0,5.0,C,1 year,50.0,3.0,2.0,4.0,1.0,debt_consolidation,2.0, 60 months,f,Verified,MORTGAGE,0.0,0.0,Fully Paid
639.0,635.0,82.0,71.4,1450.0,7.26,3118.0,119.0,33.02,151.0,49500.0,20.0,A4,715.0,17300.0,72755.0,13.0,100.0,20.0,7.0,14.0,2.0,8.0,A,7 years,80.0,5.0,5.0,0.0,1.0,credit_card,0.0, 36 months,f,Not Verified,RENT,0.0,0.0,Fully Paid
779.0,775.0,64.95,27.7,35000.0,8.9,4006.0,128.0,7.54,165.0,350000.0,8.0,A5,780.0,14000.0,77318.0,6.0,97.0,5.0,7.0,8.0,4.0,5.0,A,6 years,50.0,4.0,3.0,2.0,2.0,home_improvement,1.0, 36 months,f,Source Verified,MORTGAGE,0.0,0.0,Fully Paid
634.0,630.0,85.3,92.4,12000.0,14.99,293.0,74.0,28.37,188.0,75000.0,3.0,C5,670.0,2000.0,46903.0,18.0,94.1,3.0,9.0,12.0,6.0,8.0,C,10+ years,33.3,3.0,3.0,3.0,1.0,debt_consolidation,0.0, 36 months,f,Not Verified,OWN,0.0,0.0,Charged Off
624.0,620.0,52.9,67.1,10000.0,10.64,15782.0,128.0,28.65,302.0,106000.0,4.0,B4,715.0,33500.0,227828.0,10.0,88.2,4.0,2.0,9.0,3.0,3.0,B,10+ years,50.0,2.0,2.0,1.0,1.0,medical,2.0, 36 months,w,Not Verified,OWN,0.0,0.0,Fully Paid
499.0,0.0,75.7,70.9,17500.0,14.33,1800.0,130.0,30.61,165.0,48800.0,4.0,C5,690.0,7400.0,223594.0,9.0,76.7,4.0,13.0,11.0,5.0,8.0,C,10+ years,66.7,6.0,6.0,1.0,1.0,debt_consolidation,2.0, 60 months,w,Verified,MORTGAGE,0.0,2.0,Charged Off
719.0,715.0,49.0,50.7,6500.0,10.49,2652.0,108.0,22.13,135.0,25000.0,31.0,B2,660.0,5200.0,8277.0,3.0,77.8,31.0,5.0,7.0,0.0,6.0,B,3 years,0.0,5.0,5.0,0.0,2.0,debt_consolidation,0.0, 36 months,w,Source Verified,RENT,274.0,1.0,Fully Paid
699.0,695.0,50.5,37.8,15000.0,6.24,4945.0,136.0,13.05,392.0,105000.0,5.0,A2,700.0,10000.0,250374.0,5.0,83.7,4.0,16.0,17.0,4.0,5.0,A,4 years,50.0,3.0,2.0,2.0,0.0,credit_card,4.0, 36 months,f,Source Verified,MORTGAGE,5108.0,6.0,Fully Paid
654.0,650.0,66.7,47.4,11325.0,21.99,1995.0,32.0,24.84,266.0,27000.0,5.0,F1,690.0,6000.0,19744.0,5.0,92.3,5.0,4.0,8.0,7.0,4.0,F,2 years,50.0,2.0,2.0,3.0,0.0,credit_card,0.0, 60 months,w,Verified,RENT,0.0,0.0,Charged Off
659.0,655.0,33.4,23.5,15000.0,16.99,30961.0,111.0,19.43,108.0,66941.0,11.0,D1,695.0,46500.0,43585.0,7.0,96.0,11.0,11.0,16.0,8.0,5.0,D,7 years,10.0,10.0,5.0,2.0,0.0,debt_consolidation,2.0, 60 months,f,Verified,RENT,0.0,0.0,Fully Paid
734.0,730.0,21.2,21.2,14000.0,10.49,17569.0,75.0,15.33,124.0,57000.0,30.0,B3,750.0,22300.0,121569.0,15.0,100.0,2.0,7.0,17.0,3.0,2.0,B,4 years,0.0,4.0,2.0,1.0,0.0,debt_consolidation,1.0, 60 months,w,Not Verified,RENT,0.0,0.0,Fully Paid
834.0,830.0,73.1,64.0,30750.0,19.52,9425.0,133.0,25.82,439.0,68722.0,6.0,D4,700.0,35000.0,74174.0,2.0,96.0,6.0,12.0,8.0,1.0,4.0,D,4 years,75.0,5.0,3.0,1.0,0.0,debt_consolidation,1.0, 60 months,w,Verified,OWN,0.0,0.0,Fully Paid
609.0,605.0,85.5,82.6,15000.0,9.71,6824.0,238.0,24.09,517.0,65000.0,13.0,B1,680.0,47100.0,184828.0,23.0,91.0,13.0,6.0,9.0,1.0,5.0,B,10+ years,25.0,4.0,4.0,0.0,1.0,debt_consolidation,3.0, 36 months,f,Not Verified,MORTGAGE,0.0,2.0,Fully Paid
794.0,790.0,64.6,58.9,11000.0,8.38,3644.0,167.0,11.78,146.0,32000.0,17.0,B1,695.0,10300.0,10278.0,13.0,96.2,17.0,6.0,5.0,2.0,2.0,B,5 years,0.0,2.0,2.0,0.0,0.0,debt_consolidation,1.0, 36 months,w,Not Verified,MORTGAGE,0.0,0.0,Fully Paid
759.0,755.0,37.2,23.4,18000.0,16.02,18096.0,137.0,12.35,127.0,52000.0,7.0,C5,735.0,28800.0,141091.0,9.0,97.1,7.0,12.0,12.0,5.0,5.0,C,10+ years,0.0,6.0,4.0,2.0,0.0,other,1.0, 60 months,w,Not Verified,MORTGAGE,0.0,0.0,Fully Paid
679.0,675.0,25.5,36.3,11200.0,11.44,12289.0,116.0,7.65,191.0,62000.0,5.0,B4,680.0,16500.0,308877.0,9.0,91.3,5.0,8.0,11.0,6.0,4.0,B,10+ years,33.3,3.0,2.0,2.0,1.0,debt_consolidation,5.0, 60 months,w,Not Verified,MORTGAGE,0.0,2.0,Fully Paid
709.0,705.0,88.3,76.5,6925.0,18.99,1233.0,131.0,25.38,371.0,96000.0,9.0,D3,675.0,10500.0,496491.0,28.0,69.0,8.0,14.0,20.0,10.0,7.0,D,10+ years,100.0,4.0,4.0,5.0,1.0,credit_card,4.0, 36 months,f,Source Verified,OWN,0.0,3.0,Fully Paid
614.0,610.0,51.1,56.0,2800.0,15.61,1713.0,171.0,27.4,50.0,30000.0,3.0,D1,660.0,3500.0,22897.0,2.0,100.0,3.0,3.0,8.0,5.0,7.0,D,2 years,33.3,3.0,3.0,4.0,0.0,credit_card,0.0, 36 months,w,Not Verified,OWN,279.0,0.0,Fully Paid
684.0,680.0,35.0,39.1,19925.0,11.49,11565.0,262.0,22.93,228.0,65000.0,16.0,B5,745.0,17800.0,177101.0,9.0,95.5,16.0,4.0,12.0,2.0,6.0,B,7 years,0.0,3.0,3.0,0.0,0.0,debt_consolidation,2.0, 36 months,f,Verified,MORTGAGE,0.0,0.0,Fully Paid
744.0,740.0,66.2,68.2,10000.0,10.49,11799.0,176.0,7.99,250.0,350000.0,7.0,B3,705.0,34900.0,574484.0,11.0,100.0,3.0,13.0,17.0,11.0,10.0,B,1 year,28.6,7.0,7.0,5.0,1.0,medical,1.0, 36 months,w,Source Verified,MORTGAGE,0.0,0.0,Fully Paid
724.0,720.0,77.1,67.1,8500.0,6.97,2655.0,114.0,5.04,207.0,115000.0,20.0,A3,735.0,11600.0,20483.0,3.0,100.0,5.0,5.0,11.0,2.0,3.0,A,7 years,66.7,3.0,2.0,1.0,0.0,debt_consolidation,0.0, 36 months,w,Not Verified,RENT,0.0,0.0,Fully Paid
739.0,735.0,91.4,87.6,6175.0,15.31,770.0,75.0,11.68,77.0,45497.0,8.0,C2,665.0,9000.0,15535.0,2.0,100.0,8.0,3.0,7.0,2.0,3.0,C,5 years,100.0,3.0,3.0,1.0,0.0,credit_card,0.0, 36 months,w,Not Verified,RENT,0.0,0.0,Fully Paid
654.0,650.0,79.5,29.2,4000.0,13.98,821.0,136.0,20.7,168.0,48000.0,5.0,C3,705.0,4000.0,140866.0,15.0,100.0,5.0,6.0,9.0,6.0,2.0,C,4 years,50.0,2.0,2.0,2.0,3.0,vacation,1.0, 36 months,f,Not Verified,MORTGAGE,0.0,0.0,Charged Off
559.0,555.0,68.7,49.9,12000.0,9.99,3908.0,60.0,5.42,116.0,70000.0,1.0,B3,680.0,12500.0,171900.0,1.0,100.0,1.0,6.0,9.0,3.0,5.0,B,6 years,75.0,4.0,3.0,1.0,0.0,debt_consolidation,1.0, 36 months,w,Source Verified,MORTGAGE,0.0,0.0,Fully Paid
804.0,800.0,54.9,41.6,20000.0,10.75,14289.0,150.0,18.43,144.0,105000.0,4.0,B4,715.0,31700.0,557941.0,10.0,100.0,3.0,5.0,14.0,4.0,5.0,B,8 years,25.0,4.0,3.0,3.0,2.0,debt_consolidation,1.0, 36 months,w,Source Verified,MORTGAGE,0.0,0.0,Fully Paid
644.0,640.0,88.5,88.5,10000.0,17.86,1318.0,180.0,18.8,169.0,50000.0,11.0,D5,675.0,11500.0,59782.0,13.0,90.0,11.0,6.0,8.0,2.0,3.0,D,< 1 year,66.7,5.0,3.0,1.0,0.0,debt_consolidation,0.0, 60 months,w,Source Verified,RENT,0.0,1.0,Fully Paid
619.0,615.0,72.5,69.4,20000.0,13.99,4918.0,171.0,8.46,250.0,120000.0,9.0,C4,660.0,17900.0,34216.0,1.0,90.0,9.0,7.0,6.0,1.0,4.0,C,6 years,75.0,4.0,4.0,1.0,0.0,small_business,0.0, 36 months,w,Source Verified,RENT,0.0,1.0,Fully Paid
544.0,540.0,60.6,60.3,10000.0,11.49,1339.0,133.0,10.58,265.0,108000.0,10.0,B5,665.0,3400.0,12139.0,5.0,84.6,10.0,5.0,8.0,3.0,6.0,B,2 years,50.0,5.0,4.0,2.0,0.0,other,0.0, 36 months,w,Verified,RENT,773.0,0.0,Charged Off
684.0,680.0,50.0,45.8,11000.0,8.67,6794.0,22.0,16.17,207.0,40000.0,15.0,B1,665.0,13600.0,25882.0,2.0,81.8,11.0,12.0,9.0,6.0,4.0,B,< 1 year,0.0,5.0,3.0,1.0,0.0,debt_consolidation,0.0, 36 months,f,Source Verified,RENT,426.0,1.0,Fully Paid
694.0,690.0,47.7,41.8,35000.0,21.18,3348.0,56.0,8.93,120.0,145000.0,27.0,E3,710.0,6400.0,22653.0,2.0,100.0,9.0,3.0,5.0,1.0,1.0,E,3 years,33.3,3.0,1.0,1.0,1.0,credit_card,0.0, 60 months,w,Source Verified,RENT,0.0,0.0,Fully Paid
729.0,725.0,72.7,72.7,36000.0,13.99,3162.0,44.0,15.0,25.0,62000.0,12.0,C3,725.0,11600.0,277562.0,2.0,100.0,12.0,2.0,4.0,3.0,2.0,C,< 1 year,50.0,2.0,2.0,1.0,0.0,home_improvement,1.0, 60 months,w,Verified,MORTGAGE,0.0,0.0,Fully Paid
744.0,740.0,24.3,22.5,8000.0,6.99,29665.0,18.0,7.48,168.0,102455.0,28.0,A2,715.0,39200.0,324799.0,2.0,100.0,6.0,6.0,9.0,3.0,4.0,A,10+ years,0.0,5.0,4.0,1.0,1.0,home_improvement,2.0, 36 months,f,Source Verified,MORTGAGE,0.0,0.0,Fully Paid
809.0,805.0,15.3,13.0,10000.0,7.99,46071.0,20.0,15.48,344.0,70000.0,5.0,A4,805.0,54400.0,33452.0,4.0,95.7,5.0,12.0,17.0,8.0,5.0,A,2 years,0.0,8.0,3.0,4.0,0.0,debt_consolidation,0.0, 36 months,w,Not Verified,RENT,0.0,0.0,Fully Paid
764.0,760.0,76.0,76.0,15000.0,9.17,2236.0,203.0,5.93,69.0,53000.0,23.0,B2,670.0,9300.0,52668.0,15.0,95.2,23.0,8.0,9.0,1.0,6.0,B,1 year,57.1,7.0,6.0,0.0,1.0,debt_consolidation,0.0, 36 months,f,Verified,RENT,0.0,0.0,Fully Paid
699.0,695.0,61.3,58.8,10000.0,10.99,7228.0,133.0,11.47,157.0,105000.0,2.0,B4,685.0,18700.0,244379.0,8.0,96.2,2.0,7.0,14.0,3.0,7.0,B,5 years,50.0,4.0,3.0,1.0,0.0,debt_consolidation,2.0, 36 months,f,Source Verified,MORTGAGE,0.0,0.0,Fully Paid
799.0,795.0,4.3,11.6,15000.0,5.32,35036.0,215.0,17.57,478.0,77000.0,1.0,A1,775.0,36600.0,41808.0,11.0,91.7,1.0,5.0,10.0,2.0,6.0,A,10+ years,0.0,4.0,3.0,1.0,0.0,debt_consolidation,1.0, 36 months,w,Not Verified,OWN,0.0,0.0,Fully Paid
639.0,635.0,92.2,47.6,10000.0,15.59,1159.0,211.0,33.12,130.0,32500.0,8.0,D1,660.0,14800.0,134853.0,6.0,95.5,8.0,5.0,10.0,3.0,5.0,D,10+ years,66.7,3.0,3.0,1.0,0.0,credit_card,3.0, 60 months,w,Verified,OWN,0.0,0.0,Fully Paid
784.0,780.0,19.9,16.2,16000.0,11.49,6330.0,204.0,23.28,202.0,50000.0,113.0,B5,810.0,7900.0,115977.0,8.0,92.9,15.0,4.0,6.0,2.0,1.0,B,10+ years,0.0,1.0,1.0,0.0,0.0,other,1.0, 60 months,w,Not Verified,MORTGAGE,0.0,0.0,Charged Off
