Column,Value,Count,Proportion
earliest_cr_line,Aug-1984,2,0.002
earliest_cr_line,Jul-1998,2,0.002
earliest_cr_line,Nov-2009,2,0.002
earliest_cr_line,Jul-2007,2,0.002
earliest_cr_line,Oct-2009,2,0.002
earliest_cr_line,May-2008,2,0.002
earliest_cr_line,Aug-2009,1,0.001
earliest_cr_line,Jan-2014,1,0.001
earliest_cr_line,Apr-1987,1,0.001
earliest_cr_line,Mar-1983,1,0.001
earliest_cr_line,Sep-1962,1,0.001
earliest_cr_line,Jan-2013,1,0.001
earliest_cr_line,May-1981,1,0.001
earliest_cr_line,Oct-2013,1,0.001
earliest_cr_line,Jul-1979,1,0.001
earliest_cr_line,Sep-1975,1,0.001
earliest_cr_line,Nov-1982,1,0.001
earliest_cr_line,Sep-1985,1,0.001
earliest_cr_line,Aug-2010,1,0.001
earliest_cr_line,Jul-2012,1,0.001
earliest_cr_line,Sep-1993,1,0.001
earliest_cr_line,Oct-1991,1,0.001
earliest_cr_line,Feb-2010,1,0.001
earliest_cr_line,Jun-1980,1,0.001
earliest_cr_line,Jan-2010,1,0.001
earliest_cr_line,Jan-1995,1,0.001
earliest_cr_line,Oct-1984,1,0.001
earliest_cr_line,Mar-1994,1,0.001
earliest_cr_line,Jun-1982,1,0.001
earliest_cr_line,Nov-1992,1,0.001
earliest_cr_line,Oct-2007,1,0.001
earliest_cr_line,Jul-1987,1,0.001
earliest_cr_line,May-1986,1,0.001
earliest_cr_line,Dec-2009,1,0.001
earliest_cr_line,Nov-1989,1,0.001
earliest_cr_line,Dec-1991,1,0.001
earliest_cr_line,Feb-1971,1,0.001
earliest_cr_line,May-1984,1,0.001
earliest_cr_line,Jun-1999,1,0.001
earliest_cr_line,Jan-2009,1,0.001
earliest_cr_line,Oct-1981,1,0.001
earliest_cr_line,Sep-1977,1,0.001
earliest_cr_line,May-1991,1,0.001
earliest_cr_line,Mar-1984,1,0.001
earliest_cr_line,May-1985,1,0.001
earliest_cr_line,Apr-1993,1,0.001
earliest_cr_line,Jun-1985,1,0.001
earliest_cr_line,Jun-2005,1,0.001
earliest_cr_line,Oct-1988,1,0.001
earliest_cr_line,Jul-2013,1,0.001
earliest_cr_line,Feb-1995,1,0.001
earliest_cr_line,Jul-1978,1,0.001
earliest_cr_line,Oct-1992,1,0.001
earliest_cr_line,Jul-2010,1,0.001
earliest_cr_line,Dec-1971,1,0.001
earliest_cr_line,Mar-1989,1,0.001
earliest_cr_line,Aug-1967,1,0.001
earliest_cr_line,Jun-1977,1,0.001
earliest_cr_line,Jul-2000,1,0.001
earliest_cr_line,Mar-1996,1,0.001
earliest_cr_line,Sep-1990,1,0.001
earliest_cr_line,Feb-1984,1,0.001
earliest_cr_line,Apr-2012,1,0.001
earliest_cr_line,Aug-1974,1,0.001
earliest_cr_line,Mar-1999,1,0.001
earliest_cr_line,Mar-1960,1,0.001
earliest_cr_line,Nov-2008,1,0.001
earliest_cr_line,Jan-1983,1,0.001
earliest_cr_line,Mar-2012,1,0.001
earliest_cr_line,Mar-1979,1,0.001
earliest_cr_line,Dec-2008,1,0.001
earliest_cr_line,Nov-1996,1,0.001
earliest_cr_line,Sep-2012,1,0.001
earliest_cr_line,Sep-1976,1,0.001
earliest_cr_line,Mar-2011,1,0.001
earliest_cr_line,Sep-1994,1,0.001
earliest_cr_line,Feb-1986,1,0.001
earliest_cr_line,Sep-1991,1,0.001
earliest_cr_line,Apr-1988,1,0.001
earliest_cr_line,Dec-1990,1,0.001
earliest_cr_line,Sep-2008,1,0.001
earliest_cr_line,Jul-1984,1,0.001
earliest_cr_line,Jun-1994,1,0.001
earliest_cr_line,Jul-1970,1,0.001
earliest_cr_line,Jun-1992,1,0.001
earliest_cr_line,Jun-1995,1,0.001
earliest_cr_line,Oct-1983,1,0.001
earliest_cr_line,Feb-1991,1,0.001
earliest_cr_line,Sep-1997,1,0.001
earliest_cr_line,Oct-2010,1,0.001
earliest_cr_line,May-1983,1,0.001
earliest_cr_line,Dec-1982,1,0.001
earliest_cr_line,May-1990,1,0.001
earliest_cr_line,Nov-1987,1,0.001
earliest_cr_line,Mar-1974,1,0.001
earliest_cr_line,Sep-2010,1,0.001
earliest_cr_line,Aug-1979,1,0.001
earliest_cr_line,Sep-1988,1,0.001
earliest_cr_line,Jun-2008,1,0.001
earliest_cr_line,May-1988,1,0.001
earliest_cr_line,Mar-2010,1,0.001
earliest_cr_line,Mar-1986,1,0.001
earliest_cr_line,Feb-1983,1,0.001
earliest_cr_line,Nov-1978,1,0.001
earliest_cr_line,Mar-1991,1,0.001
earliest_cr_line,Dec-1986,1,0.001
earliest_cr_line,Mar-1982,1,0.001
earliest_cr_line,Feb-2001,1,0.001
earliest_cr_line,Jan-1992,1,0.001
earliest_cr_line,Oct-2012,1,0.001
earliest_cr_line,Mar-1980,1,0.001
earliest_cr_line,May-1973,1,0.001
earliest_cr_line,Mar-1985,1,0.001
earliest_cr_line,Dec-1983,1,0.001
earliest_cr_line,May-1982,1,0.001
earliest_cr_line,May-2007,1,0.001
earliest_cr_line,Jun-1991,1,0.001
earliest_cr_line,Apr-1984,1,0.001
earliest_cr_line,Aug-1990,1,0.001
earliest_cr_line,Apr-1976,1,0.001
earliest_cr_line,Jun-1978,1,0.001
earliest_cr_line,Feb-1989,1,0.001
earliest_cr_line,Jun-1987,1,0.001
earliest_cr_line,Jul-1976,1,0.001
initial_list_status,w,616,0.616
initial_list_status,f,384,0.384
debt_settlement_flag,N,970,0.97
debt_settlement_flag,Y,30,0.03
